Username,ID,Post Title,Post Date,Post Link
Anastasiya-Romanova 秀,133248,A closed form of $\sum_{k=1}^\infty\frac{(-1)^{k+1}}{k!}\Gamma^2\left(\frac{k}{2}\right)$,2014-07-26 04:22:00,https://math.stackexchange.com/questions/878477/a-closed-form-of-sum-k-1-infty-frac-1k1k-gamma2-left-frack2
Anastasiya-Romanova 秀,133248,Duo Fresnel-like integrals $(??)$,2014-07-25 15:41:00,https://math.stackexchange.com/questions/877981/duo-fresnel-like-integrals
Anastasiya-Romanova 秀,133248,Duo Fresnel-like integrals $(??)$,2014-07-25 15:41:00,https://math.stackexchange.com/questions/877981/duo-fresnel-like-integrals
Anastasiya-Romanova 秀,133248,A closed form of $\int_0^1\frac{\ln\ln\left({1}/{x}\right)}{x^2-x+1}\mathrm dx$,2014-07-22 04:48:00,https://math.stackexchange.com/questions/874431/a-closed-form-of-int-01-frac-ln-ln-left1-x-rightx2-x1-mathrm-dx
Anastasiya-Romanova 秀,133248,A closed form of $\int_0^1\frac{\ln\ln\left({1}/{x}\right)}{x^2-x+1}\mathrm dx$,2014-07-22 04:48:00,https://math.stackexchange.com/questions/874431/a-closed-form-of-int-01-frac-ln-ln-left1-x-rightx2-x1-mathrm-dx
Anastasiya-Romanova 秀,133248,Integral $\int_1^{\sqrt{2}}\frac{1}{x}\ln\left(\frac{2-2x^2+x^4}{2x-2x^2+x^3}\right)dx$,2014-07-18 11:23:00,https://math.stackexchange.com/questions/870751/integral-int-1-sqrt2-frac1x-ln-left-frac2-2x2x42x-2x2x3-ri
Anastasiya-Romanova 秀,133248,Integral $\int_1^{\sqrt{2}}\frac{1}{x}\ln\left(\frac{2-2x^2+x^4}{2x-2x^2+x^3}\right)dx$,2014-07-18 11:23:00,https://math.stackexchange.com/questions/870751/integral-int-1-sqrt2-frac1x-ln-left-frac2-2x2x42x-2x2x3-ri
Anastasiya-Romanova 秀,133248,"The elementary methods to compute $\int_0^\pi\frac{e^{ix}}{x-\alpha e^{ix}}\,dx\quad;\quad\text{for}\, \alpha&gt;0$",2014-06-13 07:49:00,https://math.stackexchange.com/questions/832618/the-elementary-methods-to-compute-int-0-pi-fraceixx-alpha-eix-dx
Anastasiya-Romanova 秀,133248,"The elementary methods to compute $\int_0^\pi\frac{e^{ix}}{x-\alpha e^{ix}}\,dx\quad;\quad\text{for}\, \alpha&gt;0$",2014-06-13 07:49:00,https://math.stackexchange.com/questions/832618/the-elementary-methods-to-compute-int-0-pi-fraceixx-alpha-eix-dx
Anastasiya-Romanova 秀,133248,Compute $\int_0^{\pi/4}\frac{(1-x^2)\ln(1+x^2)+(1+x^2)-(1-x^2)\ln(1-x^2)}{(1-x^4)(1+x^2)} x\exp(\frac{x^2-1}{x^2+1}) dx$,2014-05-31 10:25:00,https://math.stackexchange.com/questions/815863/compute-int-0-pi-4-frac1-x2-ln1x21x2-1-x2-ln1-x21-x4
Anastasiya-Romanova 秀,133248,Compute $\int_0^{\pi/4}\frac{(1-x^2)\ln(1+x^2)+(1+x^2)-(1-x^2)\ln(1-x^2)}{(1-x^4)(1+x^2)} x\exp(\frac{x^2-1}{x^2+1}) dx$,2014-05-31 10:25:00,https://math.stackexchange.com/questions/815863/compute-int-0-pi-4-frac1-x2-ln1x21x2-1-x2-ln1-x21-x4
Anastasiya-Romanova 秀,133248,"Compute $\int_0^\pi\frac{\cos nx}{a^2-2ab\cos x+b^2}\, dx$",2014-05-31 10:20:00,https://math.stackexchange.com/questions/815855/compute-int-0-pi-frac-cos-nxa2-2ab-cos-xb2-dx
Anastasiya-Romanova 秀,133248,"Compute $\int_0^\pi\frac{\cos nx}{a^2-2ab\cos x+b^2}\, dx$",2014-05-31 10:20:00,https://math.stackexchange.com/questions/815855/compute-int-0-pi-frac-cos-nxa2-2ab-cos-xb2-dx
Anastasiya-Romanova 秀,133248,"Surely You&#39;re Joking, Mr. Feynman! $\int_0^\infty\frac{\sin^2x}{x^2(1+x^2)}\,dx$",2014-05-21 11:03:00,https://math.stackexchange.com/questions/803954/surely-youre-joking-mr-feynman-int-0-infty-frac-sin2xx21x2-dx
Anastasiya-Romanova 秀,133248,"Surely You&#39;re Joking, Mr. Feynman! $\int_0^\infty\frac{\sin^2x}{x^2(1+x^2)}\,dx$",2014-05-21 11:03:00,https://math.stackexchange.com/questions/803954/surely-youre-joking-mr-feynman-int-0-infty-frac-sin2xx21x2-dx
Anastasiya-Romanova 秀,133248,$\int_0^\infty x^{-\frac{3}{2}}e^{-\frac{(x-1)^2}{x}}dx=\int_0^\infty x^{-\frac{1}{2}}e^{-\frac{(x-1)^2}{x}}dx$,2014-05-09 10:33:00,https://math.stackexchange.com/questions/787703/int-0-infty-x-frac32e-fracx-12xdx-int-0-infty-x-frac
Anastasiya-Romanova 秀,133248,$\int_0^\infty x^{-\frac{3}{2}}e^{-\frac{(x-1)^2}{x}}dx=\int_0^\infty x^{-\frac{1}{2}}e^{-\frac{(x-1)^2}{x}}dx$,2014-05-09 10:33:00,https://math.stackexchange.com/questions/787703/int-0-infty-x-frac32e-fracx-12xdx-int-0-infty-x-frac
Anastasiya-Romanova 秀,133248,The Last Man Standing,2014-04-28 17:07:00,https://math.stackexchange.com/questions/773049/the-last-man-standing
Anastasiya-Romanova 秀,133248,The Last Man Standing,2014-04-28 17:07:00,https://math.stackexchange.com/questions/773049/the-last-man-standing
Anastasiya-Romanova 秀,133248,A 3-minute algebra problem,2014-04-27 16:10:00,https://math.stackexchange.com/questions/771551/a-3-minute-algebra-problem
Anastasiya-Romanova 秀,133248,A 3-minute algebra problem,2014-04-27 16:10:00,https://math.stackexchange.com/questions/771551/a-3-minute-algebra-problem
Anastasiya-Romanova 秀,133248,"Evaluate $\displaystyle\lim_{j\to0}\lim_{k\to\infty}\frac{k^j}{j!\,e^k}$",2014-04-19 14:07:00,https://math.stackexchange.com/questions/760451/evaluate-displaystyle-lim-j-to0-lim-k-to-infty-frackjj-ek
Anastasiya-Romanova 秀,133248,"Evaluate $\displaystyle\lim_{j\to0}\lim_{k\to\infty}\frac{k^j}{j!\,e^k}$",2014-04-19 14:07:00,https://math.stackexchange.com/questions/760451/evaluate-displaystyle-lim-j-to0-lim-k-to-infty-frackjj-ek
Anastasiya-Romanova 秀,133248,Calculate the summation of double continued fractions,2014-04-13 14:58:00,https://math.stackexchange.com/questions/751894/calculate-the-summation-of-double-continued-fractions
Anastasiya-Romanova 秀,133248,Calculate the summation of double continued fractions,2014-04-13 14:58:00,https://math.stackexchange.com/questions/751894/calculate-the-summation-of-double-continued-fractions
Anthony Muleta,169074,How to calculate this infinite sum?,2015-11-20 01:56:00,https://math.stackexchange.com/questions/1537858/how-to-calculate-this-infinite-sum
Anthony Muleta,169074,Find the value of $\sqrt{10\sqrt{10\sqrt{10...}}}$,2014-10-02 08:24:00,https://math.stackexchange.com/questions/955190/find-the-value-of-sqrt10-sqrt10-sqrt10
Anthony Muleta,169074,Find the sum $1+\cos (x)+\cos (2x)+\cos (3x)+....+\cos (n-1)x$,2014-09-06 08:15:00,https://math.stackexchange.com/questions/921192/find-the-sum-1-cos-x-cos-2x-cos-3x-cos-n-1x
Anthony Muleta,169074,Find the 1005th digit after the decimal point expansion of the square root of N.,2014-08-19 07:26:00,https://math.stackexchange.com/questions/902721/find-the-1005th-digit-after-the-decimal-point-expansion-of-the-square-root-of-n
Anthony Muleta,169074,Find the smallest constant K satisfying the inequality,2014-08-16 11:02:00,https://math.stackexchange.com/questions/899078/find-the-smallest-constant-k-satisfying-the-inequality
Anthony Muleta,169074,What is the smallest number of times that the digit 1 can appear in N?,2014-08-11 07:59:00,https://math.stackexchange.com/questions/893750/what-is-the-smallest-number-of-times-that-the-digit-1-can-appear-in-n
Balazs Rau,99818,Hat puzzle with non-standard number of players,2015-04-17 16:01:00,https://math.stackexchange.com/questions/1239225/hat-puzzle-with-non-standard-number-of-players
Balazs Rau,99818,Route inspection of special directed graph,2014-12-08 17:42:00,https://math.stackexchange.com/questions/1057760/route-inspection-of-special-directed-graph
Balazs Rau,99818,lion chasing a zebra,2014-11-04 06:12:00,https://math.stackexchange.com/questions/1005436/lion-chasing-a-zebra
Balazs Rau,99818,Probabilistic game,2014-06-15 06:22:00,https://math.stackexchange.com/questions/834587/probabilistic-game
Balazs Rau,99818,Tell me problems that can trick you,2014-04-07 08:32:00,https://math.stackexchange.com/questions/743272/tell-me-problems-that-can-trick-you
Balazs Rau,99818,Pure vs mixed strategy Nash Equilibria,2014-04-06 16:32:00,https://math.stackexchange.com/questions/742332/pure-vs-mixed-strategy-nash-equilibria
Balazs Rau,99818,Special graph theory,2013-10-09 17:44:00,https://math.stackexchange.com/questions/520448/special-graph-theory
C.S.,95894,Counting the number of inversions for the function $f(x+yp)=qx+y$,2019-03-16 11:27:00,https://math.stackexchange.com/questions/3150298/counting-the-number-of-inversions-for-the-function-fxyp-qxy
